time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.940000000000002,0.670434008606,1.4295857538,18.0194470353,0.129605225649,6.24364781093,0.0,0.701609812423,1.72423736641,4.76444613027,0.0300712620326,-0.0590113351978,0.0,414.63542513502205,415.08456113160065,414.29491421439104,413.3873692018373
3.000000000000002,0.713202971076,1.53519132968,18.3044964118,0.132040445692,6.23976169143,0.0,0.724331812056,1.79610659408,4.73722157985,0.0560080833498,-0.0799191818522,0.0,421.90806988521746,420.0952250145567,419.7363107346424,421.98246524787737
3.0600000000000023,0.757551587503,1.64558617997,18.5911852236,0.135567559264,6.235130494,0.0,0.754406689581,1.88397580185,4.81857704986,0.0638277276034,-0.0722187033064,0.0,456.14480373964267,456.7548370180326,455.11664773786447,455.74447794122693
3.1200000000000023,0.80386174408,1.7615013551,18.8840649495,0.139799070208,6.23116668482,0.0,0.789671717914,1.9801723838,4.94336123977,0.0813541705147,-0.0559610444978,0.0,470.2378478167717,471.4926502051501,468.93823947063277,470.30130874465124
3.1800000000000024,0.852163990364,1.88273114117,19.1805561033,0.145685355121,6.22728949729,0.0,0.820702158429,2.06125696548,4.93951693488,0.119476186378,-0.093951241378,0.0,432.25805390009486,429.04025343128757,430.4575827673672,433.67998928867854
3.2400000000000024,0.902509067617,2.00919950044,19.478617808,0.153198210004,6.22132450861,0.0,0.85800096543,2.15497207399,4.99536151275,0.134738800169,-0.113531322466,0.0,452.0319036699928,450.44245450969294,450.0805357122207,451.32815240147886
3.3000000000000025,0.955298511259,2.14164201881,19.781340567,0.161550849621,6.21443552158,0.0,0.902313859073,2.26049018434,5.09461737625,0.146910528284,-0.117516596031,0.0,465.6485732120695,465.3255380450709,465.1146402617941,466.0839733016046
3.3600000000000025,1.01095204412,2.2807247037,20.0908319814,0.170937712705,6.20723147262,0.0,0.953511952891,2.37640639087,5.22078186028,0.170761225109,-0.125725472861,0.0,475.8940765238746,475.2532154227564,474.1354621541852,475.9855784429961
3.4200000000000026,1.06978041416,2.42683858491,20.4071415375,0.181276086471,6.19964293903,0.0,1.00816249927,2.49495151159,5.32193672638,0.175225848057,-0.128017954677,0.0,469.31315660036944,469.12150280350517,470.2267411090937,470.5992179391081
3.4800000000000026,1.13151431986,2.57913153318,20.723311076,0.191705590809,6.19175493999,0.0,1.05022719931,2.58225317638,5.21717997594,0.170869628026,-0.139443644675,0.0,404.9464514010896,403.89923511436376,404.664695538687,404.30460493663645
3.5400000000000027,1.19589529785,2.73681602482,21.0332132936,0.201853553896,6.18313696412,0.0,1.09645144863,2.67464177048,5.11299089956,0.165416231712,-0.153691896742,0.0,405.3947244518382,404.0904300813548,404.25196302779636,403.7906810377495
3.6000000000000028,1.26386661004,2.90154261064,21.3434177072,0.211930896238,6.17375649656,0.0,1.17015817292,2.81705712505,5.22604067448,0.172598127206,-0.162241285838,0.0,474.58651577919727,473.90821730772205,476.09406358917624,476.6681962862655
3.660000000000003,1.33604220157,3.07421524104,21.6566560554,0.222279588662,6.1644148213,0.0,1.23649962594,2.93947360203,5.21474577213,0.172237631404,-0.145072502384,0.0,438.55939395053053,439.95991160947625,437.5624798114592,437.5615493539626
